0;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.01;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.02;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.03;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.04;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.05;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.06;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.07;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.08;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.09;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.1;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.11;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.12;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.13;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.14;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.15;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.16;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.17;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.18;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.19;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.2;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.21;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.22;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.23;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.24;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.25;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.26;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.27;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.28;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.29;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.3;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.31;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.32;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.33;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.34;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.35;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.36;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.37;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.38;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.39;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.4;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.41;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.42;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.43;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.44;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.45;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.46;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.47;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.48;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.49;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.5;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.51;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.52;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.53;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.54;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.55;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.56;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.57;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.58;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.59;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.61;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.62;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.63;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.64;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.65;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.66;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.67;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.68;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.69;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.7;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.71;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.72;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.73;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.74;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.75;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.76;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.77;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
0.78;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6;-72.6
